epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,1798.22,1.96948,3.37724,1.80173,0.01527,0.79072,0.172,0.09196,1.51713,3.21512,1.28722,0.00185661,0.000618871,0.00185661,0.000618871,0.00185661,0.000618871,0.00185661,0.000618871
12,1950.73,1.81779,3.29913,1.66739,0.01446,0.73602,0.18754,0.10356,1.51331,3.20453,1.28309,0.00197844,0.000659481,0.00197844,0.000659481,0.00197844,0.000659481,0.00197844,0.000659481
13,2043.11,1.86506,3.30724,1.74177,0.0148,0.74415,0.18761,0.10314,1.51473,3.19518,1.28111,0.00209178,0.000697261,0.00209178,0.000697261,0.00209178,0.000697261,0.00209178,0.000697261
14,2155.13,1.89511,3.26124,1.75066,0.01732,0.88384,0.19315,0.10633,1.51765,3.16196,1.27897,0.00219663,0.000732211,0.00219663,0.000732211,0.00219663,0.000732211,0.00219663,0.000732211
15,2265.78,1.87901,3.21129,1.69717,0.01791,0.91707,0.20769,0.11572,1.50226,3.10791,1.28151,0.002293,0.000764332,0.002293,0.000764332,0.002293,0.000764332,0.002293,0.000764332
16,2330.84,1.79166,3.05708,1.62883,0.01817,0.93041,0.24079,0.13328,1.48762,3.05469,1.28661,0.00238087,0.000793624,0.00238087,0.000793624,0.00238087,0.000793624,0.00238087,0.000793624
17,2419.91,1.77702,2.98826,1.6503,0.01783,0.91707,0.33968,0.18836,1.48846,2.9374,1.30904,0.00246026,0.000820086,0.00246026,0.000820086,0.00246026,0.000820086,0.00246026,0.000820086
18,2532.71,1.89139,2.94824,1.66402,0.34044,0.25593,0.38754,0.21066,1.48744,2.86945,1.32246,0.00253116,0.000843719,0.00253116,0.000843719,0.00253116,0.000843719,0.00253116,0.000843719
19,2635.78,1.80038,2.8144,1.61255,0.7754,0.11089,0.45689,0.24625,1.49313,2.78656,1.33221,0.00259357,0.000864522,0.00259357,0.000864522,0.00259357,0.000864522,0.00259357,0.000864522
20,2752.95,1.82568,2.80136,1.6514,0.6477,0.26338,0.54132,0.29169,1.4832,2.5971,1.34824,0.00264749,0.000882496,0.00264749,0.000882496,0.00264749,0.000882496,0.00264749,0.000882496
21,2841.09,1.7155,2.53349,1.55418,0.63687,0.48256,0.54716,0.29087,1.49241,2.49972,1.35777,0.00258935,0.000863116,0.00258935,0.000863116,0.00258935,0.000863116,0.00258935,0.000863116
22,2899.92,1.76756,2.59109,1.62345,0.60856,0.51755,0.5606,0.30161,1.51382,2.39408,1.37427,0.00250447,0.000834822,0.00250447,0.000834822,0.00250447,0.000834822,0.00250447,0.000834822
23,2955.61,1.69225,2.46122,1.55211,0.5937,0.51755,0.57435,0.30161,1.53301,2.30573,1.39991,0.00241958,0.000806528,0.00241958,0.000806528,0.00241958,0.000806528,0.00241958,0.000806528
24,3047.8,1.68481,2.44302,1.56913,0.60231,0.54438,0.59546,0.31569,1.53933,2.13064,1.40307,0.0023347,0.000778233,0.0023347,0.000778233,0.0023347,0.000778233,0.0023347,0.000778233
25,3215.27,1.75966,2.46187,1.6001,0.6171,0.54907,0.60626,0.32809,1.54689,2.05938,1.40464,0.00224982,0.000749939,0.00224982,0.000749939,0.00224982,0.000749939,0.00224982,0.000749939
26,3298.26,1.74338,2.36087,1.61984,0.64962,0.53198,0.62053,0.33536,1.54537,2.00025,1.41193,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645
27,3354.79,1.69669,2.2815,1.59525,0.66091,0.53562,0.62889,0.34117,1.53776,1.95013,1.41048,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351
28,3436.81,1.73365,2.33395,1.63803,0.6014,0.61577,0.65243,0.35394,1.53193,1.85047,1.41295,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057
29,3489.94,1.69947,2.16788,1.60685,0.59901,0.61912,0.66763,0.36374,1.52443,1.80236,1.41191,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762
30,3545.35,1.74405,2.16529,1.64439,0.67468,0.60409,0.67186,0.36798,1.52347,1.7542,1.41486,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468
31,3602.92,1.76086,2.17424,1.67506,0.62903,0.66261,0.68199,0.3708,1.53686,1.7215,1.42267,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174
32,3673.03,1.6692,2.09197,1.58319,0.6891,0.70934,0.69211,0.37721,1.52663,1.67723,1.42088,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188
33,3890.71,1.69594,2.0647,1.60575,0.6924,0.65301,0.70749,0.39059,1.51814,1.65764,1.42167,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586
34,3973.86,1.62936,2.10466,1.58618,0.75682,0.63935,0.71613,0.40232,1.50863,1.64548,1.42239,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291
35,4027.18,1.78531,2.02631,1.63022,0.6949,0.68112,0.71833,0.40554,1.50781,1.63887,1.42439,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997
36,4100.69,1.63282,2.06261,1.60005,0.66749,0.6882,0.70916,0.40858,1.50623,1.6425,1.43274,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703
37,4152.05,1.65513,1.98876,1.59005,0.68869,0.74199,0.744,0.4106,1.50569,1.6333,1.43774,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409
38,4205.44,1.65046,1.93141,1.59363,0.66109,0.72648,0.71178,0.40233,1.50663,1.62703,1.4426,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115
39,4259.91,1.69003,2.01447,1.63271,0.69131,0.75693,0.74844,0.40558,1.5084,1.61999,1.44866,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382
40,4328.77,1.65306,1.92693,1.59855,0.79612,0.64875,0.74936,0.40352,1.50401,1.60429,1.45328,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526
41,4381.96,1.47394,2.46375,1.47099,0.67701,0.70259,0.71584,0.40335,1.48534,1.60392,1.45097,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232
42,4433.94,1.4008,2.21443,1.40628,0.66956,0.69305,0.71023,0.39731,1.47027,1.60551,1.44294,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938
43,4497.95,1.56797,2.48719,1.51696,0.73752,0.61591,0.70514,0.39788,1.46048,1.6134,1.43412,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644
44,4564.92,1.47643,2.08067,1.45596,0.74133,0.63912,0.69006,0.38688,1.45658,1.62595,1.42659,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349
45,4625.79,1.37375,1.96797,1.39109,0.72718,0.63527,0.68656,0.38274,1.4555,1.6356,1.42429,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055
46,4700.37,1.41706,1.97162,1.41413,0.70778,0.63527,0.68499,0.38399,1.45673,1.6411,1.42369,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761
47,4771.15,1.36288,1.96746,1.40487,0.70137,0.67582,0.68175,0.38203,1.45869,1.64924,1.42414,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467
48,4842.6,1.32305,1.97287,1.35508,0.68361,0.66486,0.6787,0.38051,1.46498,1.65933,1.42543,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05
49,4900.83,1.43152,1.86794,1.40693,0.68352,0.67299,0.68186,0.38077,1.46808,1.66936,1.42641,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05
50,4963.68,1.37755,1.88444,1.38502,0.67998,0.67373,0.68225,0.38124,1.47234,1.67345,1.42647,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05
