epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
14,2875.22,2.51301,3.66576,2.24231,0.01613,0.85132,0.15165,0.06346,2.10701,3.23589,1.6096,0.000413858,0.000137953,0.000413858,0.000137953,0.000413858,0.000137953,0.000413858,0.000137953
15,2900.68,2.45386,3.6506,2.16056,0.01617,0.85132,0.1508,0.06325,2.09305,3.23456,1.60811,0.00043381,0.000144603,0.00043381,0.000144603,0.00043381,0.000144603,0.00043381,0.000144603
16,2928.35,2.2524,3.54292,2.02151,0.01652,0.87279,0.15074,0.06485,2.08395,3.23089,1.60158,0.000452064,0.000150688,0.000452064,0.000150688,0.000452064,0.000150688,0.000452064,0.000150688
17,2955.33,2.40649,3.54475,2.08608,0.01622,0.86466,0.15058,0.06603,2.07666,3.22971,1.60257,0.000468621,0.000156207,0.000468621,0.000156207,0.000468621,0.000156207,0.000468621,0.000156207
18,2965.95,2.48544,3.63451,2.16335,0.01622,0.86466,0.15058,0.06603,2.07666,3.22971,1.60257,0.000483479,0.00016116,0.000483479,0.00016116,0.000483479,0.00016116,0.000483479,0.00016116
19,2992.13,2.56781,3.66569,2.25328,0.01547,0.82102,0.15048,0.06657,2.08322,3.23716,1.61675,0.00049664,0.000165547,0.00049664,0.000165547,0.00049664,0.000165547,0.00049664,0.000165547
20,3002.36,2.44673,3.6139,2.18619,0.01547,0.82102,0.15048,0.06657,2.08322,3.23716,1.61675,0.000508104,0.000169368,0.000508104,0.000169368,0.000508104,0.000169368,0.000508104,0.000169368
21,3027.24,2.43642,3.61724,2.10883,0.01557,0.83435,0.15561,0.06986,2.08988,3.2374,1.61863,0.00051787,0.000172623,0.00051787,0.000172623,0.00051787,0.000172623,0.00051787,0.000172623
22,3037.54,2.39681,3.60999,2.11464,0.01557,0.83435,0.15561,0.06986,2.08988,3.2374,1.61863,0.000525938,0.000175313,0.000525938,0.000175313,0.000525938,0.000175313,0.000525938,0.000175313
23,3063.01,2.4401,3.66736,2.12169,0.01579,0.84248,0.15788,0.07087,2.08388,3.2396,1.61857,0.000532308,0.000177436,0.000532308,0.000177436,0.000532308,0.000177436,0.000532308,0.000177436
24,3073.71,2.50946,3.63823,2.16978,0.01579,0.84248,0.15788,0.07087,2.08388,3.2396,1.61857,0.000536981,0.000178994,0.000536981,0.000178994,0.000536981,0.000178994,0.000536981,0.000178994
25,3101.68,2.36336,3.59132,2.10196,0.01556,0.83435,0.15626,0.07125,2.06231,3.24141,1.61706,0.000539956,0.000179985,0.000539956,0.000179985,0.000539956,0.000179985,0.000539956,0.000179985
26,3125.03,2.32652,3.63246,2.01581,0.01556,0.83435,0.15626,0.07125,2.06231,3.24141,1.61706,0.000541234,0.000180411,0.000541234,0.000180411,0.000541234,0.000180411,0.000541234,0.000180411
27,3178.44,2.50647,3.64592,2.1859,0.01512,0.81289,0.15913,0.07174,2.05128,3.24483,1.60375,0.000540814,0.000180271,0.000540814,0.000180271,0.000540814,0.000180271,0.000540814,0.000180271
28,3200.97,2.46449,3.66414,2.16191,0.01512,0.81289,0.15913,0.07174,2.05128,3.24483,1.60375,0.000538696,0.000179565,0.000538696,0.000179565,0.000538696,0.000179565,0.000538696,0.000179565
29,3230.34,2.51708,3.64645,2.22039,0.01472,0.78259,0.15919,0.07055,2.03573,3.24104,1.5918,0.00053488,0.000178293,0.00053488,0.000178293,0.00053488,0.000178293,0.00053488,0.000178293
30,3247.29,2.3649,3.59675,2.03432,0.01472,0.78259,0.15919,0.07055,2.03573,3.24104,1.5918,0.000529367,0.000176456,0.000529367,0.000176456,0.000529367,0.000176456,0.000529367,0.000176456
31,3279.49,2.46762,3.61549,2.16366,0.01473,0.78259,0.15639,0.06787,2.03097,3.2402,1.57879,0.000522157,0.000174052,0.000522157,0.000174052,0.000522157,0.000174052,0.000522157,0.000174052
32,3292.14,2.47024,3.60927,2.2036,0.01473,0.78259,0.15639,0.06787,2.03097,3.2402,1.57879,0.000513248,0.000171083,0.000513248,0.000171083,0.000513248,0.000171083,0.000513248,0.000171083
33,3319.34,2.49176,3.57605,2.23791,0.01474,0.78259,0.15229,0.06425,2.0235,3.2393,1.57706,0.000502642,0.000167547,0.000502642,0.000167547,0.000502642,0.000167547,0.000502642,0.000167547
34,3333.18,2.44092,3.63868,2.12961,0.01474,0.78259,0.15229,0.06425,2.0235,3.2393,1.57706,0.000490338,0.000163446,0.000490338,0.000163446,0.000490338,0.000163446,0.000490338,0.000163446
35,3360.82,2.63373,3.66829,2.27757,0.01476,0.78259,0.14857,0.06501,2.0184,3.24017,1.57,0.000476337,0.000158779,0.000476337,0.000158779,0.000476337,0.000158779,0.000476337,0.000158779
36,3370.92,2.18809,3.51152,1.90394,0.01476,0.78259,0.14857,0.06501,2.0184,3.24017,1.57,0.000460638,0.000153546,0.000460638,0.000153546,0.000460638,0.000153546,0.000460638,0.000153546
37,3397.7,2.43016,3.66572,2.16659,0.01477,0.78259,0.15639,0.06654,2.0052,3.23172,1.55762,0.000443242,0.000147747,0.000443242,0.000147747,0.000443242,0.000147747,0.000443242,0.000147747
38,3415.59,2.3922,3.65551,2.09716,0.01477,0.78259,0.15639,0.06654,2.0052,3.23172,1.55762,0.000424147,0.000141382,0.000424147,0.000141382,0.000424147,0.000141382,0.000424147,0.000141382
39,3443.9,2.40154,3.63175,2.05318,0.01439,0.75228,0.15919,0.0692,1.98322,3.22768,1.54568,0.000403355,0.000134452,0.000403355,0.000134452,0.000403355,0.000134452,0.000403355,0.000134452
40,3457.66,2.36142,3.67658,2.02528,0.01439,0.75228,0.15919,0.0692,1.98322,3.22768,1.54568,0.000380866,0.000126955,0.000380866,0.000126955,0.000380866,0.000126955,0.000380866,0.000126955
41,3482.9,2.0041,3.59123,1.70652,0.01445,0.75228,0.15789,0.06909,1.95992,3.2385,1.53472,0.000356678,0.000118893,0.000356678,0.000118893,0.000356678,0.000118893,0.000356678,0.000118893
42,3492.97,1.99997,3.51266,1.63056,0.01445,0.75228,0.15789,0.06909,1.95992,3.2385,1.53472,0.000330793,0.000110264,0.000330793,0.000110264,0.000330793,0.000110264,0.000330793,0.000110264
43,3519.55,2.10362,3.46268,1.76184,0.01426,0.73895,0.16343,0.0723,1.9478,3.24182,1.53909,0.000303211,0.00010107,0.000303211,0.00010107,0.000303211,0.00010107,0.000303211,0.00010107
44,3529.61,2.06562,3.57328,1.77378,0.01426,0.73895,0.16343,0.0723,1.9478,3.24182,1.53909,0.000273931,9.13102e-05,0.000273931,9.13102e-05,0.000273931,9.13102e-05,0.000273931,9.13102e-05
45,3554.07,2.12361,3.56895,1.84497,0.01387,0.70865,0.16297,0.07403,1.92546,3.23669,1.527,0.000242953,8.09843e-05,0.000242953,8.09843e-05,0.000242953,8.09843e-05,0.000242953,8.09843e-05
46,3563.8,2.12165,3.66922,1.82015,0.01387,0.70865,0.16297,0.07403,1.92546,3.23669,1.527,0.000210277,7.00924e-05,0.000210277,7.00924e-05,0.000210277,7.00924e-05,0.000210277,7.00924e-05
47,3588.84,2.16,3.66765,1.78853,0.01366,0.69531,0.15709,0.07231,1.91806,3.24703,1.52788,0.000175904,5.86347e-05,0.000175904,5.86347e-05,0.000175904,5.86347e-05,0.000175904,5.86347e-05
48,3600.66,1.99644,3.46503,1.7602,0.01366,0.69531,0.15709,0.07231,1.91806,3.24703,1.52788,0.000139833,4.66111e-05,0.000139833,4.66111e-05,0.000139833,4.66111e-05,0.000139833,4.66111e-05
49,3625.5,2.08254,3.50259,1.70963,0.01427,0.76476,0.15942,0.07242,1.89397,3.25326,1.51181,0.000102065,3.40216e-05,0.000102065,3.40216e-05,0.000102065,3.40216e-05,0.000102065,3.40216e-05
50,3635.41,1.98109,3.51247,1.65295,0.01427,0.76476,0.15942,0.07242,1.89397,3.25326,1.51181,6.25988e-05,2.08663e-05,6.25988e-05,2.08663e-05,6.25988e-05,2.08663e-05,6.25988e-05,2.08663e-05
