epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,365.199,1.572,1.59137,1.46039,0.60009,0.48119,0.63837,0.30656,1.6265,2.22831,1.40836,0.000843719,0.000843719,0.000843719
19,384.474,1.53586,1.49849,1.43816,0.72148,0.58135,0.68203,0.31261,1.62004,2.23778,1.40833,0.000864522,0.000864522,0.000864522
20,402.192,1.60409,1.63984,1.47707,0.73973,0.56232,0.63953,0.30376,1.62277,2.16397,1.38076,0.000882496,0.000882496,0.000882496
21,418.796,1.4697,1.4711,1.38112,0.77257,0.6468,0.68048,0.35532,1.54044,2.02388,1.34236,0.000863116,0.000863116,0.000863116
22,435.378,1.54691,1.52908,1.42687,0.78774,0.7135,0.70894,0.40554,1.4944,1.89179,1.3128,0.000834822,0.000834822,0.000834822
23,458.994,1.47874,1.46648,1.36825,0.76852,0.7179,0.70065,0.39616,1.49192,1.84863,1.34032,0.000806528,0.000806528,0.000806528
24,476.986,1.42853,1.38458,1.35723,0.74035,0.68486,0.69863,0.3742,1.54296,1.78209,1.42175,0.000778233,0.000778233,0.000778233
25,498.276,1.49227,1.46263,1.39124,0.78338,0.68378,0.71094,0.37887,1.51124,1.67203,1.38854,0.000749939,0.000749939,0.000749939
26,523.326,1.5176,1.46374,1.42468,0.78746,0.69415,0.71841,0.37556,1.49082,1.6589,1.35388,0.000721645,0.000721645,0.000721645
27,546.961,1.45449,1.42406,1.37644,0.76446,0.65857,0.70932,0.36328,1.4984,1.67307,1.34801,0.000693351,0.000693351,0.000693351
28,569.886,1.49886,1.47701,1.39823,0.74888,0.70677,0.7648,0.43264,1.49904,1.57515,1.35929,0.000665057,0.000665057,0.000665057
29,592.65,1.41471,1.38646,1.34504,0.76045,0.7703,0.78054,0.43645,1.47985,1.48532,1.34819,0.000636762,0.000636762,0.000636762
30,614.328,1.43352,1.38425,1.34631,0.75601,0.76073,0.74891,0.41332,1.48712,1.41855,1.35632,0.000608468,0.000608468,0.000608468
31,636.358,1.47535,1.40338,1.3836,0.7496,0.79006,0.73833,0.40311,1.52425,1.41172,1.40073,0.000580174,0.000580174,0.000580174
32,658.671,1.34904,1.30182,1.2966,0.80129,0.82993,0.78103,0.40224,1.4241,1.41389,1.30399,0.00055188,0.00055188,0.00055188
33,682.221,1.42263,1.34006,1.35112,0.78094,0.83539,0.78637,0.41043,1.42018,1.43371,1.31471,0.000523586,0.000523586,0.000523586
34,708.033,1.38075,1.34285,1.33109,0.76794,0.82187,0.79862,0.41146,1.42757,1.44024,1.33704,0.000495291,0.000495291,0.000495291
35,730.84,1.46881,1.3524,1.34642,0.78938,0.79949,0.77623,0.40519,1.44552,1.42466,1.34907,0.000466997,0.000466997,0.000466997
36,754.387,1.30703,1.27768,1.2738,0.80378,0.79663,0.78183,0.42244,1.43174,1.3512,1.30576,0.000438703,0.000438703,0.000438703
37,777.696,1.34483,1.30645,1.28723,0.76323,0.81848,0.79428,0.43385,1.4143,1.31798,1.2788,0.000410409,0.000410409,0.000410409
38,800.942,1.33726,1.23519,1.28474,0.75481,0.81084,0.7965,0.43799,1.41382,1.2824,1.27269,0.000382115,0.000382115,0.000382115
39,824.049,1.42757,1.31509,1.35288,0.7558,0.82792,0.80312,0.43732,1.4357,1.27925,1.28712,0.00035382,0.00035382,0.00035382
40,847.398,1.3765,1.27796,1.31252,0.74531,0.81059,0.79984,0.43416,1.50811,1.27704,1.35403,0.000325526,0.000325526,0.000325526
41,867.574,1.22299,1.71038,1.18792,0.7568,0.83495,0.80276,0.41801,1.5526,1.27956,1.39355,0.000297232,0.000297232,0.000297232
42,888.576,1.14087,1.41425,1.13991,0.83461,0.72725,0.78959,0.41215,1.56542,1.3008,1.40392,0.000268938,0.000268938,0.000268938
43,910.982,1.22195,1.57054,1.21095,0.74838,0.83293,0.78992,0.39897,1.56689,1.30808,1.40585,0.000240644,0.000240644,0.000240644
44,933.036,1.14482,1.35706,1.15251,0.74826,0.74259,0.73194,0.4097,1.54508,1.33017,1.39712,0.000212349,0.000212349,0.000212349
45,955.859,1.08534,1.27089,1.11984,0.74968,0.75102,0.73713,0.40709,1.54311,1.3394,1.39736,0.000184055,0.000184055,0.000184055
46,978.475,1.09641,1.24714,1.12845,0.77813,0.76476,0.79194,0.41257,1.51987,1.35635,1.37325,0.000155761,0.000155761,0.000155761
47,1002.4,1.10082,1.21585,1.14888,0.78542,0.75401,0.78651,0.4136,1.50967,1.35664,1.36816,0.000127467,0.000127467,0.000127467
48,1026,1.03531,1.1799,1.11239,0.76338,0.75143,0.78433,0.41373,1.50945,1.35892,1.36628,9.91726e-05,9.91726e-05,9.91726e-05
49,1049.86,1.09344,1.14682,1.11788,0.77979,0.74926,0.78548,0.41742,1.51441,1.35398,1.36772,7.08784e-05,7.08784e-05,7.08784e-05
50,1072.2,1.09622,1.13393,1.12204,0.84913,0.69072,0.78592,0.41646,1.51352,1.35082,1.37071,4.25842e-05,4.25842e-05,4.25842e-05
