epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,10215.3,0.39566,0.47882,0.82888,0.43745,0.11478,0.12852,0.04567,1.8961,3.41004,1.8948,0.00026,0.00026,0.00026
42,10384.2,0.36572,0.40206,0.81936,0.55412,0.23231,0.26753,0.12301,1.92057,2.7258,1.91418,0.00023525,0.00023525,0.00023525
43,10553.6,0.34205,0.3818,0.82143,0.34865,0.28298,0.27719,0.13225,1.90722,2.71388,1.88065,0.0002105,0.0002105,0.0002105
44,10733.8,0.3242,0.36219,0.81306,0.33254,0.31832,0.28191,0.14797,1.91642,2.58,1.91784,0.00018575,0.00018575,0.00018575
45,10914,0.3104,0.35059,0.81024,0.3324,0.28265,0.26225,0.12649,1.9095,2.80334,1.91518,0.000161,0.000161,0.000161
46,11079.2,0.29537,0.34038,0.80577,0.46668,0.30758,0.34221,0.17902,1.89242,2.54969,1.91706,0.00013625,0.00013625,0.00013625
47,11248.3,0.30206,0.34421,0.80722,0.44809,0.29,0.33586,0.17393,1.87484,2.58856,1.90663,0.0001115,0.0001115,0.0001115
48,11423.3,0.28012,0.32664,0.80359,0.36761,0.30279,0.29867,0.14938,1.88947,2.73767,1.92899,8.675e-05,8.675e-05,8.675e-05
49,11596.5,0.27496,0.32446,0.80438,0.35797,0.27507,0.26977,0.13522,1.87685,2.84992,1.92481,6.2e-05,6.2e-05,6.2e-05
50,11768.9,0.26997,0.31944,0.79558,0.37733,0.29062,0.29065,0.14983,1.89195,2.74748,1.92873,3.725e-05,3.725e-05,3.725e-05
