epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,9631.36,0.23558,0.24765,0.80058,0.66658,0.66667,0.66333,0.66333,0.35771,0.68519,0.92719,0.000656,0.000656,0.000656
26,9933.83,0.22792,0.24445,0.79936,0.66648,0.66667,0.66333,0.66333,0.34094,0.55437,0.88875,0.00063125,0.00063125,0.00063125
27,10332.1,0.22813,0.24391,0.80077,0.66648,0.66667,0.66333,0.66333,0.34907,0.55381,0.90699,0.0006065,0.0006065,0.0006065
28,10902.3,0.22561,0.24196,0.79847,0.66657,0.66667,0.66333,0.66333,0.28909,0.35858,0.84444,0.00058175,0.00058175,0.00058175
29,11559.3,0.21667,0.24055,0.79642,0.66648,0.66667,0.66333,0.66333,0.36138,0.71628,0.93509,0.000557,0.000557,0.000557
30,11849.6,0.21716,0.23274,0.79538,0.66648,0.66667,0.66333,0.66333,0.38448,0.56381,0.91642,0.00053225,0.00053225,0.00053225
31,12165.9,0.21743,0.23223,0.79888,0.66647,0.66667,0.66333,0.66333,0.27392,0.40838,0.82394,0.0005075,0.0005075,0.0005075
32,12521.2,0.22092,0.23428,0.80048,0.66646,0.66667,0.66333,0.66333,0.37557,0.58001,0.91966,0.00048275,0.00048275,0.00048275
33,12874,0.21638,0.22756,0.79825,0.66647,0.66667,0.66333,0.66333,0.3156,0.53122,0.89503,0.000458,0.000458,0.000458
34,13207.9,0.20961,0.22057,0.79374,0.66658,0.66667,0.66333,0.66333,0.286,0.3828,0.82649,0.00043325,0.00043325,0.00043325
35,13571.6,0.20364,0.21466,0.79372,0.66658,0.66667,0.66333,0.66333,0.2757,0.44181,0.81139,0.0004085,0.0004085,0.0004085
36,13996.3,0.20453,0.21758,0.79934,0.66658,0.66667,0.66333,0.66333,0.29432,0.4492,0.8044,0.00038375,0.00038375,0.00038375
37,14424,0.19996,0.20862,0.79458,0.66658,0.66667,0.66333,0.66333,0.39916,0.58224,0.90162,0.000359,0.000359,0.000359
38,14850.3,0.1939,0.20366,0.79072,0.66647,0.66667,0.66333,0.66333,0.32951,0.5315,0.91398,0.00033425,0.00033425,0.00033425
39,15251.7,0.19428,0.20171,0.79079,0.66646,0.66667,0.66333,0.66333,0.39019,0.53026,0.9446,0.0003095,0.0003095,0.0003095
40,15652.8,0.18919,0.20063,0.79462,0.66647,0.66667,0.66333,0.66333,0.35144,0.51873,0.83545,0.00028475,0.00028475,0.00028475
41,16022.8,0.1204,0.16743,0.76952,0.66648,0.66667,0.66333,0.66333,0.32028,0.56621,0.85082,0.00026,0.00026,0.00026
42,16429.3,0.11308,0.15848,0.76379,0.66648,0.66667,0.66333,0.66333,0.30296,0.6053,0.8552,0.00023525,0.00023525,0.00023525
43,16816.6,0.1055,0.14967,0.75888,0.66649,0.66667,0.66333,0.66333,0.30106,0.55645,0.83499,0.0002105,0.0002105,0.0002105
44,17238,0.09541,0.1402,0.76942,0.66658,0.66667,0.66333,0.66333,0.34209,0.55355,0.86869,0.00018575,0.00018575,0.00018575
45,17594,0.09337,0.13339,0.76383,0.66658,0.66667,0.66333,0.66333,0.29915,0.50382,0.8525,0.000161,0.000161,0.000161
46,17968,0.08883,0.13274,0.76614,0.66658,0.66667,0.66333,0.66333,0.3213,0.57341,0.85851,0.00013625,0.00013625,0.00013625
47,18355.2,0.08284,0.12679,0.76421,0.66658,0.66667,0.66333,0.66333,0.30291,0.55904,0.84072,0.0001115,0.0001115,0.0001115
48,18748,0.0831,0.12581,0.76385,0.66658,0.66667,0.66333,0.66333,0.31117,0.57334,0.85398,8.675e-05,8.675e-05,8.675e-05
49,19103.3,0.07681,0.12507,0.76949,0.66657,0.66667,0.66333,0.66333,0.32076,0.58721,0.85716,6.2e-05,6.2e-05,6.2e-05
50,19441.6,0.07876,0.12085,0.76179,0.66658,0.66667,0.66333,0.66333,0.32941,0.59951,0.86262,3.725e-05,3.725e-05,3.725e-05
