epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
31,557.609,2.23761,3.59225,1.86497,0.012,0.60714,0.13657,0.07416,1.80845,3.31129,1.53602,0.000522157,0.000174052,0.000522157,0.000174052,0.000522157,0.000174052,0.000522157,0.000174052
32,564.612,2.05477,3.65851,1.75195,0.012,0.60714,0.13657,0.07416,1.80845,3.31129,1.53602,0.000513248,0.000171083,0.000513248,0.000171083,0.000513248,0.000171083,0.000513248,0.000171083
33,588.284,2.02177,3.52111,1.8049,0.01199,0.60714,0.13328,0.07529,1.80821,3.3116,1.53838,0.000502642,0.000167547,0.000502642,0.000167547,0.000502642,0.000167547,0.000502642,0.000167547
34,596.077,2.28016,3.48974,2.0758,0.01199,0.60714,0.13328,0.07529,1.80821,3.3116,1.53838,0.000490338,0.000163446,0.000490338,0.000163446,0.000490338,0.000163446,0.000490338,0.000163446
35,615.79,2.2455,3.46371,1.836,0.012,0.60714,0.13073,0.0737,1.82085,3.3113,1.53648,0.000476337,0.000158779,0.000476337,0.000158779,0.000476337,0.000158779,0.000476337,0.000158779
36,619.917,2.24881,3.50268,1.8549,0.012,0.60714,0.13073,0.0737,1.82085,3.3113,1.53648,0.000460638,0.000153546,0.000460638,0.000153546,0.000460638,0.000153546,0.000460638,0.000153546
37,640.186,2.51698,3.83632,1.86096,0.01199,0.60714,0.12681,0.0704,1.82161,3.31134,1.52171,0.000443242,0.000147747,0.000443242,0.000147747,0.000443242,0.000147747,0.000443242,0.000147747
38,644.961,2.22097,3.6541,1.6832,0.01199,0.60714,0.12681,0.0704,1.82161,3.31134,1.52171,0.000424147,0.000141382,0.000424147,0.000141382,0.000424147,0.000141382,0.000424147,0.000141382
39,662.316,2.1915,3.56596,1.7388,0.01198,0.60714,0.11933,0.06463,1.80991,3.31141,1.51697,0.000403355,0.000134452,0.000403355,0.000134452,0.000403355,0.000134452,0.000403355,0.000134452
40,666.07,2.19704,3.522,1.80426,0.01198,0.60714,0.11933,0.06463,1.80991,3.31141,1.51697,0.000380866,0.000126955,0.000380866,0.000126955,0.000380866,0.000126955,0.000380866,0.000126955
41,683.559,2.34086,3.91963,1.88134,0.01201,0.60714,0.12111,0.06578,1.79852,3.31134,1.51116,0.000356678,0.000118893,0.000356678,0.000118893,0.000356678,0.000118893,0.000356678,0.000118893
42,687.519,2.17305,3.86795,1.68672,0.01201,0.60714,0.12111,0.06578,1.79852,3.31134,1.51116,0.000330793,0.000110264,0.000330793,0.000110264,0.000330793,0.000110264,0.000330793,0.000110264
43,707.767,2.11813,3.59548,1.92736,0.012,0.60714,0.12396,0.06695,1.79019,3.31216,1.5111,0.000303211,0.00010107,0.000303211,0.00010107,0.000303211,0.00010107,0.000303211,0.00010107
44,712.244,1.94551,3.52833,1.69418,0.012,0.60714,0.12396,0.06695,1.79019,3.31216,1.5111,0.000273931,9.13102e-05,0.000273931,9.13102e-05,0.000273931,9.13102e-05,0.000273931,9.13102e-05
45,732.772,2.48237,3.84212,1.80011,0.01269,0.62798,0.12605,0.06847,1.80102,3.31655,1.52972,0.000242953,8.09843e-05,0.000242953,8.09843e-05,0.000242953,8.09843e-05,0.000242953,8.09843e-05
46,736.555,2.25375,3.72125,1.79625,0.01269,0.62798,0.12605,0.06847,1.80102,3.31655,1.52972,0.000210277,7.00924e-05,0.000210277,7.00924e-05,0.000210277,7.00924e-05,0.000210277,7.00924e-05
47,754.716,2.26793,3.60636,1.85911,0.01265,0.60119,0.12258,0.06636,1.81421,3.31683,1.54501,0.000175904,5.86347e-05,0.000175904,5.86347e-05,0.000175904,5.86347e-05,0.000175904,5.86347e-05
48,758.433,2.35679,3.96192,1.88821,0.01265,0.60119,0.12258,0.06636,1.81421,3.31683,1.54501,0.000139833,4.66111e-05,0.000139833,4.66111e-05,0.000139833,4.66111e-05,0.000139833,4.66111e-05
49,776.844,2.26813,3.93381,1.85141,0.01261,0.60119,0.13504,0.07375,1.8029,3.31289,1.54576,0.000102065,3.40216e-05,0.000102065,3.40216e-05,0.000102065,3.40216e-05,0.000102065,3.40216e-05
50,780.541,2.04886,3.55432,1.8084,0.01261,0.60119,0.13504,0.07375,1.8029,3.31289,1.54576,6.25988e-05,2.08663e-05,6.25988e-05,2.08663e-05,6.25988e-05,2.08663e-05,6.25988e-05,2.08663e-05
