epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
23,812.235,2.27174,3.52171,2.05076,0.01173,0.61245,0.10347,0.05072,1.95696,3.33438,1.63527,0.000532308,0.000177436,0.000532308,0.000177436,0.000532308,0.000177436,0.000532308,0.000177436
24,823.631,2.30791,3.56488,1.96027,0.01173,0.61245,0.10347,0.05072,1.95696,3.33438,1.63527,0.000536981,0.000178994,0.000536981,0.000178994,0.000536981,0.000178994,0.000536981,0.000178994
25,850.352,2.22155,3.5967,1.89598,0.01149,0.60432,0.10668,0.0521,1.94957,3.33448,1.62689,0.000539956,0.000179985,0.000539956,0.000179985,0.000539956,0.000179985,0.000539956,0.000179985
26,863.785,2.1042,3.58442,1.82041,0.01149,0.60432,0.10668,0.0521,1.94957,3.33448,1.62689,0.000541234,0.000180411,0.000541234,0.000180411,0.000541234,0.000180411,0.000541234,0.000180411
27,900.241,2.03819,3.5338,1.74192,0.01171,0.59027,0.10972,0.05309,1.94709,3.33858,1.62359,0.000540814,0.000180271,0.000540814,0.000180271,0.000540814,0.000180271,0.000540814,0.000180271
28,934.182,2.16791,3.58156,1.73742,0.01171,0.59027,0.10972,0.05309,1.94709,3.33858,1.62359,0.000538696,0.000179565,0.000538696,0.000179565,0.000538696,0.000179565,0.000538696,0.000179565
29,976.441,2.14712,3.51453,1.89484,0.01173,0.5681,0.11405,0.05537,1.93462,3.33834,1.62103,0.00053488,0.000178293,0.00053488,0.000178293,0.00053488,0.000178293,0.00053488,0.000178293
30,994.327,2.09207,3.60129,1.75304,0.01173,0.5681,0.11405,0.05537,1.93462,3.33834,1.62103,0.000529367,0.000176456,0.000529367,0.000176456,0.000529367,0.000176456,0.000529367,0.000176456
31,1021.15,2.17181,3.62575,1.78593,0.01145,0.5378,0.11158,0.05514,1.92061,3.33781,1.61589,0.000522157,0.000174052,0.000522157,0.000174052,0.000522157,0.000174052,0.000522157,0.000174052
32,1035.51,2.09709,3.64587,1.77643,0.01145,0.5378,0.11158,0.05514,1.92061,3.33781,1.61589,0.000513248,0.000171083,0.000513248,0.000171083,0.000513248,0.000171083,0.000513248,0.000171083
33,1063.88,2.29729,3.65152,1.77154,0.01124,0.55184,0.11233,0.05819,1.90921,3.33611,1.60509,0.000502642,0.000167547,0.000502642,0.000167547,0.000502642,0.000167547,0.000502642,0.000167547
34,1079.72,2.13375,3.56462,1.80185,0.01124,0.55184,0.11233,0.05819,1.90921,3.33611,1.60509,0.000490338,0.000163446,0.000490338,0.000163446,0.000490338,0.000163446,0.000490338,0.000163446
35,1107.01,2.01515,3.5447,1.68881,0.01174,0.5733,0.1149,0.05869,1.906,3.33599,1.602,0.000476337,0.000158779,0.000476337,0.000158779,0.000476337,0.000158779,0.000476337,0.000158779
36,1119.06,2.12479,3.62687,1.77533,0.01174,0.5733,0.1149,0.05869,1.906,3.33599,1.602,0.000460638,0.000153546,0.000460638,0.000153546,0.000460638,0.000153546,0.000460638,0.000153546
37,1146.09,2.11498,3.48176,1.80084,0.01146,0.55997,0.1213,0.06131,1.91065,3.33723,1.60507,0.000443242,0.000147747,0.000443242,0.000147747,0.000443242,0.000147747,0.000443242,0.000147747
38,1157.91,2.10902,3.65377,1.7713,0.01146,0.55997,0.1213,0.06131,1.91065,3.33723,1.60507,0.000424147,0.000141382,0.000424147,0.000141382,0.000424147,0.000141382,0.000424147,0.000141382
39,1185.69,1.97852,3.52021,1.72354,0.01171,0.59027,0.12471,0.0642,1.91492,3.33914,1.61003,0.000403355,0.000134452,0.000403355,0.000134452,0.000403355,0.000134452,0.000403355,0.000134452
40,1199.29,2.13926,3.58041,1.75775,0.01171,0.59027,0.12471,0.0642,1.91492,3.33914,1.61003,0.000380866,0.000126955,0.000380866,0.000126955,0.000380866,0.000126955,0.000380866,0.000126955
41,1228.52,2.06724,3.61896,1.70904,0.01124,0.54664,0.12763,0.06908,1.88793,3.33658,1.59854,0.000356678,0.000118893,0.000356678,0.000118893,0.000356678,0.000118893,0.000356678,0.000118893
42,1253.15,1.90905,3.4657,1.72197,0.01124,0.54664,0.12763,0.06908,1.88793,3.33658,1.59854,0.000330793,0.000110264,0.000330793,0.000110264,0.000330793,0.000110264,0.000330793,0.000110264
43,1283.53,2.03436,3.71553,1.70243,0.01126,0.54664,0.12739,0.06867,1.85614,3.3329,1.58006,0.000303211,0.00010107,0.000303211,0.00010107,0.000303211,0.00010107,0.000303211,0.00010107
44,1303,1.95605,3.60858,1.64978,0.01126,0.54664,0.12739,0.06867,1.85614,3.3329,1.58006,0.000273931,9.13102e-05,0.000273931,9.13102e-05,0.000273931,9.13102e-05,0.000273931,9.13102e-05
45,1332.32,2.03566,3.50497,1.77001,0.01097,0.53851,0.12455,0.06803,1.84461,3.33186,1.57326,0.000242953,8.09843e-05,0.000242953,8.09843e-05,0.000242953,8.09843e-05,0.000242953,8.09843e-05
46,1347.31,2.10736,3.66619,1.69733,0.01097,0.53851,0.12455,0.06803,1.84461,3.33186,1.57326,0.000210277,7.00924e-05,0.000210277,7.00924e-05,0.000210277,7.00924e-05,0.000210277,7.00924e-05
47,1387.32,2.00385,3.52885,1.70436,0.01125,0.56881,0.11759,0.06401,1.82325,3.33026,1.56436,0.000175904,5.86347e-05,0.000175904,5.86347e-05,0.000175904,5.86347e-05,0.000175904,5.86347e-05
48,1415.5,2.07707,3.67323,1.70224,0.01125,0.56881,0.11759,0.06401,1.82325,3.33026,1.56436,0.000139833,4.66111e-05,0.000139833,4.66111e-05,0.000139833,4.66111e-05,0.000139833,4.66111e-05
49,1443.19,1.85408,3.49631,1.64938,0.01097,0.53851,0.11019,0.06283,1.81738,3.33068,1.55677,0.000102065,3.40216e-05,0.000102065,3.40216e-05,0.000102065,3.40216e-05,0.000102065,3.40216e-05
50,1454.04,1.92105,3.58073,1.68669,0.01097,0.53851,0.11019,0.06283,1.81738,3.33068,1.55677,6.25988e-05,2.08663e-05,6.25988e-05,2.08663e-05,6.25988e-05,2.08663e-05,6.25988e-05,2.08663e-05
